,importance
OL,0.341284659911785
PL,0.09598563633190758
TR,0.08630678032769964
PR,0.08601961727049993
CR,0.08562858359527618
FL,0.08037465191587713
TL,0.07770565430950808
OR,0.0730334982493816
CL,0.04436620084468046
FR,0.02929471724338428
