Fold,R2,MSE,RMSE,MAE
1,-0.5647997315436244,1189.567142857143,34.490102099836456,27.457142857142863
2,0.5250240259740261,101.59208333333332,10.079289822866158,6.508333333333333
3,-3.2971314285714284,417.7766666666667,20.439585775320072,18.566666666666666
4,-1.3422041666666669,234.22041666666667,15.304261389125143,12.958333333333334
5,0.05911288659793823,760.5504166666666,27.57807855284096,23.991666666666664
