,importance
TL,0.153226288220072
PL,0.1463352024992772
TR,0.1249760412927266
PR,0.11704575435164952
OR,0.10804517474149039
CL,0.10423899513433586
FL,0.06758138083703118
OL,0.06696780540294313
CR,0.06005659648123087
FR,0.05152676103924332
