feature,mean_importance,std_importance
TL,0.3298578529809171,0.03628182680773987
OR,0.10654641293805438,0.01959597109023
FR,0.09159064949913173,0.022844668860539794
PR,0.08514728776212736,0.042845080597309994
OL,0.08256008118029687,0.015254387243914218
FL,0.07627332790775235,0.017044930150176326
TR,0.06798113020742944,0.026586864197100293
CL,0.06048831913248488,0.020293070163696622
PL,0.05646002058482682,0.009775413965154512
CR,0.04309491780697916,0.006491222936570727
