Fold,R2,MSE,RMSE,MAE
1,-0.2540110067114094,953.3042857142857,30.875626078094122,25.428571428571434
2,-0.09180324675324658,233.52458333333334,15.281511160004214,12.575000000000003
3,-3.12671,401.20791666666673,20.030175153169946,18.49166666666667
4,-2.421429166666667,342.1429166666667,18.497105629440156,17.525000000000002
5,-0.46811855670103086,1186.7291666666667,34.44893563909728,29.399999999999995
