Fold,R2,MSE,RMSE,MAE
1,-0.09820943974778218,965.045776232385,31.06518591981038,27.527234533313607
2,-0.13652614663678486,561.6433428437398,23.699015651367038,19.699786559920227
3,-2.9891048115255057,967.2991560848305,31.10143334453945,28.14440557743804
4,-1.494737060400912,570.8641641775565,23.892763845515162,17.648309697426956
5,-0.1961327783576725,1022.9839063655066,31.98411959653582,26.33746147963575
