Fold,R2,MSE,RMSE,MAE
1,-0.7206906711409398,1308.0760714285716,36.16733431466261,26.821428571428573
2,0.503085064935065,106.28458333333333,10.30944146563398,7.241666666666666
3,-6.137102857142856,693.8849999999999,26.341696984059322,22.933333333333334
4,-1.6303874999999994,263.03874999999994,16.21846940990425,14.041666666666666
5,-0.07615721649484541,869.8937500000001,29.493961246329732,23.375
