Fold,R2,MSE,RMSE,MAE
1,-0.8813590233317967,1653.234358885142,40.65998473788624,33.70838292503446
2,0.45966242476529406,267.02157527739416,16.340794817798617,13.448032703402353
3,-3.158462789477646,1008.3659710444232,31.75477871194229,28.078798194988792
4,-0.6810478309160675,384.66978350984067,19.61300036990365,16.97809036619656
5,-0.19349879464436892,1020.7312108478415,31.948884344337305,28.54065010560016
