Fold,R2,MSE,RMSE,MAE
1,-0.5408661551597533,1354.028039604053,36.79711999061955,29.79793165627944
2,0.6192557052073451,188.1544908833229,13.716941746735053,11.802708074379295
3,-0.5377214625124311,372.8748035609983,19.309966430861508,16.730060087145503
4,-1.1890516837138603,500.9149780153435,22.381129953944317,19.550624883755724
5,-0.37765066652766577,1178.2257671983105,34.32529340294574,30.80027022316069
