,importance
TL,0.277343436370299
PR,0.17203716090544635
CL,0.12687590432710097
FL,0.08053533178251651
PL,0.0681109971882984
FR,0.06023242688878286
OL,0.05751787906258374
OR,0.05546568551309803
CR,0.053872879849954314
TR,0.04800829811191976
