,importance
semantic,0.21891201671748145
criq,0.15257633331342824
phonemic,0.12687891449973768
reyfig,0.08912499842099568
span_back,0.08661214103612735
trog,0.07738396206170826
mmse,0.07041698226739806
denomdescr,0.07008892637529215
reyword,0.06201844273614849
span_for,0.045987282571682574
