Fold,R2,MSE,RMSE,MAE
1,-0.1905609391604679,365.81807142857144,19.126371099311324,16.30714285714286
2,0.03853034515819731,111.42365000000001,10.555740144584842,10.178333333333333
3,-13.752219035532995,322.90968333333336,17.969687903058677,16.974999999999998
4,-0.4337979274611399,253.66275,15.926793462590014,14.468333333333332
5,-0.39364145560939945,423.39601666666664,20.57658904353845,18.49166666666667
