Fold,R2,MSE,RMSE,MAE
1,-0.4084577852348992,1070.715357142857,32.721787193594075,24.75
2,0.17782857142857145,175.85333333333335,13.260970301351758,11.1
3,-1.4989785714285713,242.95624999999998,15.587053923047806,11.908333333333337
4,-2.634670833333333,363.4670833333333,19.064812701239244,14.674999999999999
5,-0.18833608247422662,960.5716666666666,30.993090627858763,28.383333333333336
