,importance
PR,0.28456279016270986
TL,0.16157408499038045
FL,0.10159965317177311
CL,0.09546565250156559
PL,0.07806074060637773
OL,0.06334851177151796
TR,0.0631985976984337
CR,0.05558132568044992
OR,0.050707021308788694
FR,0.04590162210800316
