feature,mean_importance,std_importance
PR,0.25011858690283084,0.08181525634346426
OL,0.1104209488068211,0.07861567321546932
TL,0.10955788435669764,0.04351296325379428
FL,0.09527250594710267,0.03379485049379576
CL,0.08504322669685885,0.036177093956265345
PL,0.07809053697576701,0.02055498650416437
TR,0.07534398819298886,0.02319545400555695
FR,0.07486497920125142,0.04829917463636506
CR,0.0658309537742042,0.030059480076846487
OR,0.055456389145477514,0.02055283954285623
