,importance
PL,0.16579960665908294
FL,0.12624258385226708
TR,0.11237566212275395
FR,0.10272255829287671
CL,0.10087981503909668
OL,0.08592837430703186
TL,0.0850780839570922
OR,0.0838286841644116
CR,0.07368242366155607
PR,0.06346220794383095
