,importance
semantic,0.2760797464133007
span_back,0.12782027637842594
reyword,0.12144791387409438
reyfig,0.09544525098194356
criq,0.09400764610008513
phonemic,0.08061961527441763
denomdescr,0.07417291236963239
span_for,0.06851783775642649
mmse,0.03780762571269588
trog,0.024081175138977902
