,importance
PR,0.17473865476270153
CL,0.11779788648885897
TL,0.11648968316471794
TR,0.09923571961598901
OL,0.09720637179628638
FR,0.09267183645562303
OR,0.08611084474106039
PL,0.08501027567434054
CR,0.06603489888855897
FL,0.06470382841186324
