feature,mean_importance,std_importance
PR,0.14173809536226423,0.05042490779319903
CL,0.12135864186267234,0.03053570151277397
OR,0.11164186369227647,0.047592757495066494
OL,0.10679451673895549,0.06157978378474145
FL,0.10129276035949863,0.05651449295495709
TR,0.09927988920279299,0.008732179359353555
TL,0.09757618062336623,0.02989881063875199
FR,0.08860297892811694,0.04542671632149287
CR,0.06602228370207924,0.008782634606524191
PL,0.06569278952797752,0.04076852811672218
