feature,mean_importance,std_importance
PR,0.1498826165845971,0.050054526619571924
TL,0.12777886890910672,0.04589389743335656
OL,0.11821512278563595,0.044076863431633084
TR,0.10664706890262701,0.021502533737777146
FR,0.09697105037107101,0.03244633474626013
FL,0.08973734000820263,0.026678100903818412
CR,0.08698175594111607,0.02243888368898151
PL,0.08580257977805913,0.037328478041363085
CL,0.07460653251687124,0.020285686302492004
OR,0.06337706420271318,0.010893993242306244
