Fold,R2,MSE,RMSE,MAE
1,-0.3379336742826782,411.10060000000004,20.275615896933935,16.897142857142853
2,0.17381136145733433,95.74608333333335,9.784992761026109,8.125
3,-9.92734390862944,239.18741666666665,15.465685134085287,13.508333333333333
4,-0.3525482807348095,239.28833333333338,15.468947389312996,12.200000000000001
5,-0.21925694431745457,370.41703333333334,19.246221274144524,18.043333333333333
