,importance
CR,0.17167442378950112
OR,0.14357242581253832
PL,0.1410357789479245
CL,0.10034076113423557
FL,0.08956782802810585
PR,0.08533278528231394
FR,0.0803651571058052
TR,0.07643369080703578
TL,0.06708376031371246
OL,0.0445933887788272
